Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
7623,SEX/GENDER,SEX/GENDER,SEX/GENDER,2460,2578,2510,2528,X,,X,,ASL_2011_07_19_Brady_scene78-camera1.mov,Lexical Signs,SEX/GENDER
7625,SHAKE-BY-HANDS,SHAKE-BY-HANDS,SHAKE-BY-HANDS+,2120,2264,2170,2214,C,C,C,C,ASL_2011_07_19_Brady_scene79-camera1.mov,Lexical Signs,SHAKE-BY-HANDS
7626,SHAKE-BY-HANDS,SHAKE-BY-HANDS,SHAKE-BY-HANDS+,2885,3020,2935,2970,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene79-camera1.mov,Lexical Signs,SHAKE-BY-HANDS
7630,SHAME,SHAME,SHAME,5970,6087,6020,6037,bent-B-L,,crvd-B,,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,SHAME
7631,SHAME,SHAME,SHAME,868,991,918,941,crvd-B,,crvd-B,,ASL_2011_07_19_Brady_scene79-camera1.mov,Lexical Signs,SHAME
7632,SHAME,SHAME,SHAME,5371,5488,5421,5438,crvd-B,,crvd-B,,ASL_2011_07_19_Brady_scene79-camera1.mov,Lexical Signs,SHAME
7633,SHAME,SHAME,SHAME,2398,2498,2448,2479,bent-B-L,,crvd-B,,ASL_2011_07_22_Brady_scene37-camera1.mov,Lexical Signs,SHAME
7635,SHAMPOO,SHAMPOO,SHAMPOO,5717,5861,5767,5811,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene79-camera1.mov,Lexical Signs,SHAMPOO
7639,SHAPE/STATUE,SHAPE/STATUE,SHAPE/STATUE,7897,8031,7947,7981,A,A,A,A,ASL_2011_06_14_Brady_scene17-camera1.mov,Lexical Signs,SHAPE/STATUE
7640,SHAPE/STATUE,SHAPE/STATUE,SHAPE/STATUE,4053,4182,4103,4132,A,A,A,A,ASL_2011_07_19_Brady_scene4-camera1.mov,Lexical Signs,SHAPE/STATUE
7641,SHAPE/STATUE,SHAPE/STATUE,SHAPE/STATUE,2951,3090,3001,3040,A,A,A,A,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,SHAPE/STATUE
7643,SHAPE/STATUE,SHAPE/STATUE-pl,SHAPE/STATUE-pl,3222,3408,3272,3358,A,A,A,A,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,SHAPE/STATUE
7645,SHARP,SHARP,SHARP,7326,7443,7376,7393,25,S,25,S,ASL_2011_07_19_Brady_scene79-camera1.mov,Lexical Signs,SHARP
742,SHAVE,(Y)SHAVE,(Y)SHAVE+,115,252,165,202,Y,,Y,,ASL_2011_07_19_Brady_scene74-camera1.mov,Lexical Signs,SHAVE
207897,SHAVE,(Y)SHAVE,(Y)SHAVE+,81,217,131,167,Y,,Y,,ASL_2011_07_19_Brady_scene80-camera1.mov,Lexical Signs,SHAVE
7647,SHAVE,SHAVE,SHAVE+,413,547,463,497,X,,X,,ASL_2011_07_19_Brady_scene80-camera1.mov,Lexical Signs,SHAVE
7651,SHEEP,SHEEP,SHEEP+,2952,3080,3002,3030,K,S,K,S,ASL_2011_06_14_Brady_scene46-camera1.mov,Lexical Signs,SHEEP
7652,SHEEP,SHEEP,SHEEP++,612,750,662,700,V,S,V,S,ASL_2011_07_19_Brady_scene80-camera1.mov,Lexical Signs,SHEEP
7655,SHEET-CAKE,SHEET-CAKE,SHEET-CAKE,12928,13045,12978,12995,C,B-L,C,B-L,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,SHEET-CAKE
7664,SHELF/FLOOR,SHELF/FLOOR,SHELF/FLOOR,2885,3007,2935,2957,B,B,B,B,ASL_2011_06_14_Brady_scene20-camera1.mov,Lexical Signs,SHELF/FLOOR
7665,SHELF/FLOOR,SHELF/FLOOR,SHELF/FLOOR,4354,4469,4404,4419,B-xd,B-xd,B-xd,B-xd,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,SHELF/FLOOR
7666,SHELF/FLOOR,SHELF/FLOOR,SHELF/FLOOR,880,996,930,946,B-xd,B-xd,B-xd,B-xd,ASL_2011_07_19_Brady_scene80-camera1.mov,Lexical Signs,SHELF/FLOOR
7667,SHELF/FLOOR,SHELF/FLOOR,SHELF/FLOOR,796,911,846,861,B-xd,B-xd,B-xd,B-xd,ASL_2011_07_19_Brady_scene95-camera1.mov,Lexical Signs,SHELF/FLOOR
7669,SHINE,SHINE,SHINE,1094,1216,1144,1166,25,S,25,S,ASL_2011_07_19_Brady_scene80-camera1.mov,Lexical Signs,SHINE
7671,SHIP,SHIP,SHIP,2040,2184,2090,2134,3,B-L,3,B-L,ASL_2011_07_19_Brady_scene80-camera1.mov,Lexical Signs,SHIP
7673,SHOE,SHOE,SHOE+,4650,4775,4700,4725,S,S,S,S,ASL_2011_07_19_Brady_scene80-camera1.mov,Lexical Signs,SHOE
7676,SHOE-HEEL,SHOE-HEEL,SHOE-HEEL,1829,1953,1879,1903,sml-C-3,B-L,sml-C-3,B-L,ASL_2011_06_14_Brady_scene34-camera1.mov,Lexical Signs,SHOE-HEEL
40882,SHOE+HALF-LIMB,SHOE+HALF-LIMB,SHOE++HALF-LIMB+,2062,2201,2112,2151,S,S,B-L,S,ASL_2011_06_14_Brady_scene3-camera1.mov,Compound Signs,SHOE+HALF-LIMB
7681,SHOOT,SHOOT_2,SHOOT_2,112,238,162,188,L,,L,,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHOOT
461,SHOOT-ARROW,(cocked-8)SHOOT-ARROW,(cocked-8)SHOOT-ARROW,11136,11260,11186,11210,cocked-8,cocked-8,4,4,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,SHOOT-ARROW
7685,SHORT,SHORT,SHORT,5717,5887,5767,5837,U,U,U,U,ASL_2011_07_19_Brady_scene26-camera1.mov,Lexical Signs,SHORT
7686,SHORT,SHORT,SHORT,1053,1177,1103,1127,U,U,U,U,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHORT
7688,SHORT-HEIGHT,SHORT-HEIGHT,SHORT-HEIGHT+,342,472,392,422,bent-B-L,,bent-B-L,,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHORT-HEIGHT
7691,SHORTS,SHORTS_2,SHORTS_2+,1179,1310,1229,1260,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHORTS
7694,SHOULD,SHOULD,SHOULD++,1828,1967,1878,1917,X,,X,,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHOULD
7701,SHOVEL/DIG,SHOVEL/DIG,SHOVEL/DIG+,2151,2283,2201,2233,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHOVEL/DIG
7702,SHOVEL/DIG,SHOVEL/DIG,SHOVEL/DIG++,3437,3576,3487,3526,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2011_06_08_Brady_scene34-camera1.mov,Lexical Signs,SHOVEL/DIG
207739,SHOW,SHOW,SHOW,1379,1497,1429,1447,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene56-camera1.mov,Lexical Signs,SHOW
7707,SHOW,SHOW,SHOW++,15077,15206,15127,15156,1,B-L,1,B-L,ASL_2011_06_08_Brady_scene32-camera1.mov,Lexical Signs,SHOW
7709,SHOW,SHOW-1p,SHOW-1p,14584,14707,14634,14657,1,B-L,1,B-L,ASL_2011_06_08_Brady_scene32-camera1.mov,Lexical Signs,SHOW
7712,SHOW,SHOW-2p,SHOW-2p,2410,2530,2460,2480,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHOW
7713,SHOW,SHOW-2p,SHOW-2p,450,570,500,520,1,B-L,1,B-L,ASL_2011_07_22_Brady_scene51-camera1.mov,Lexical Signs,SHOW
40889,SHOW+AGENT,SHOW+AGENT,SHOW+AGENT,2648,2776,2698,2726,1,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene56-camera1.mov,Compound Signs,SHOW+AGENT
7715,SHOWER,SHOWER,SHOWER+,2713,2842,2763,2792,S,,crvd-5,,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs,SHOWER
7719,SHUT,SHUT,SHUT,5763,5886,5813,5836,B-xd,B-xd,B-xd,B-xd,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,SHUT
7721,SHUT-UP,SHUT-UP,SHUT-UP,88,208,138,158,bent-B-L,,flat-O,,ASL_2011_07_19_Brady_scene82-camera1.mov,Lexical Signs,SHUT-UP
7723,SHY,SHY,SHY,850,976,900,926,bent-B-L,,bent-B-L,,ASL_2011_07_19_Brady_scene82-camera1.mov,Lexical Signs,SHY
7727,SICK,SICK,SICK,1140,1259,1190,1209,25,25,25,25,ASL_2011_07_19_Brady_scene82-camera1.mov,Lexical Signs,SICK
7732,SIDE,SIDE,SIDE,1591,1711,1641,1661,B-L,,B-L,,ASL_2011_07_19_Brady_scene82-camera1.mov,Lexical Signs,SIDE
40896,SIGN+LANGUAGE,SIGN+LANGUAGE,SIGN+LANGUAGE,2308,2436,2358,2386,1,1,L,L,ASL_2011_07_19_Brady_scene82-camera1.mov,Compound Signs,SIGN+LANGUAGE
7735,SIGNATURE,SIGNATURE,SIGNATURE,2818,2935,2868,2885,U,B-L,U,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov,Lexical Signs,SIGNATURE
7736,SIGNATURE,SIGNATURE,SIGNATURE,2055,2177,2105,2127,U,B-L,U,B-L,ASL_2011_07_19_Brady_scene53-camera1.mov,Lexical Signs,SIGNATURE
7737,SIGNATURE,SIGNATURE,SIGNATURE,2622,2741,2672,2691,U,B-L,U,B-L,ASL_2011_07_19_Brady_scene82-camera1.mov,Lexical Signs,SIGNATURE
7747,SILLY,SILLY,SILLY,1857,1983,1907,1933,Y,,Y,,ASL_2011_06_14_Brady_scene21-camera1.mov,Lexical Signs,SILLY
7748,SILLY,SILLY,SILLY,2473,2587,2523,2537,Y,,Y,,ASL_2011_06_14_Brady_scene21-camera1.mov,Lexical Signs,SILLY
7749,SILLY,SILLY,SILLY,899,1019,949,969,Y,,Y,,ASL_2011_07_19_Brady_scene60-camera1.mov,Lexical Signs,SILLY
207900,SILLY,SILLY,SILLY,86,207,136,157,Y,,Y,,ASL_2011_07_19_Brady_scene83-camera1.mov,Lexical Signs,SILLY
207899,SILLY,SILLY,SILLY+,2876,3014,2926,2964,Y,,Y,,ASL_2011_07_19_Brady_scene82-camera1.mov,Lexical Signs,SILLY
7755,SILVER,SILVER,SILVER,576,700,626,650,S,,S,,ASL_2011_07_19_Brady_scene83-camera1.mov,Lexical Signs,SILVER
7759,SIMMER,SIMMER,SIMMER,7763,7925,7813,7875,crvd-5,psv,crvd-5,psv,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,SIMMER
7761,SIMPLE,SIMPLE,SIMPLE,1105,1221,1155,1171,F,F,F,F,ASL_2011_07_19_Brady_scene83-camera1.mov,Lexical Signs,SIMPLE
1197,SINGLE,BACHELOR,BACHELOR,183,313,233,263,B,,B,,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs,SINGLE
7763,SINGLE,SINGLE,SINGLE,2907,3042,2957,2992,D,,D,,ASL_2011_07_19_Brady_scene83-camera1.mov,Lexical Signs,SINGLE
7770,SIT,SIT,SIT++,6725,6861,6775,6811,U,U,U,U,ASL_2011_06_08_Brady_scene26-camera1.mov,Lexical Signs,SIT
40903,"SIT+DCL:crvd-U\couch shaped object\""""","SIT+DCL:crvd-U\couch shaped object\""""","SIT+DCL:crvd-U\couch shaped object\""""",9732,9865,9782,9815,U,U,crvd-U,crvd-U,ASL_2011_06_14_Brady_scene3-camera1.mov,Compound Signs,COUCH
7772,SITUATION,SITUATION,SITUATION,2440,2558,2490,2508,S,1,S,1,ASL_2011_07_19_Brady_scene84-camera1.mov,Lexical Signs,SITUATION
7776,SIX,SIX,SIX,1267,1379,1317,1329,6,,6,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,SIX
7777,SIX-DOLLARS,SIX-DOLLARS,SIX-DOLLARS,2132,2262,2182,2212,6,,6,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,SIX-DOLLARS
7778,SIX-HOURS,SIX-HOURS,SIX-HOURS,492,623,542,573,6,B-L,6,B-L,ASL_2011_07_19_Brady_scene85-camera1.mov,Lexical Signs,SIX-HOURS
7781,SIX-WEEKS,SIX-WEEKS,SIX-WEEKS,90,207,140,157,6,B-L,6,B-L,ASL_2011_07_19_Brady_scene85-camera1.mov,Lexical Signs,SIX-WEEKS
7784,SIXTEEN,SIXTEEN,SIXTEEN++,11970,12102,12020,12052,6,,6,,ASL_2011_06_08_Brady_scene4-camera1.mov,Number Signs,SIXTEEN
7790,SIXTH,SIXTH,SIXTH,1549,1661,1599,1611,6,,6,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,SIXTH
7791,SIXTH,SIXTH,SIXTH,1901,2011,1951,1961,6,,6,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,SIXTH
7793,SIXTY-EIGHT,SIXTY-EIGHT,SIXTY-EIGHT,733,854,783,804,6,,8,,ASL_2011_07_19_Brady_scene85-camera1.mov,Number Signs,SIXTY-EIGHT
7795,SIXTY-NINE,SIXTY-NINE,SIXTY-NINE,1006,1126,1056,1076,6,,F,,ASL_2011_07_19_Brady_scene85-camera1.mov,Number Signs,SIXTY-NINE
7797,SIXTY-SEVEN,SIXTY-SEVEN,SIXTY-SEVEN,1306,1423,1356,1373,6,,7,,ASL_2011_07_19_Brady_scene85-camera1.mov,Number Signs,SIXTY-SEVEN
7798,SIXTY-SIX,SIXTY-SIX,SIXTY-SIX,1526,1648,1576,1598,6,,6,,ASL_2011_07_19_Brady_scene85-camera1.mov,Number Signs,SIXTY-SIX
7800,SIZE,SIZE,SIZE+,2327,2466,2377,2416,Y,Y,Y,Y,ASL_2011_06_14_Brady_scene33-camera1.mov,Lexical Signs,SIZE
7804,SIZE,SIZE,SIZE++,4890,5022,4940,4972,Y,Y,Y,Y,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,SIZE
7806,SKI,SKI,SKI+,2627,2753,2677,2703,X,X,X,X,ASL_2011_07_19_Brady_scene85-camera1.mov,Lexical Signs,SKI
7809,SKILL,SKILL,SKILL,283,397,333,347,bent-B-L,B-L,A,B-L,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,SKILL
7815,SKIN,SKIN,SKIN,3050,3175,3100,3125,L-X,,L-X,,ASL_2011_06_08_Brady_scene27-camera1.mov,Lexical Signs,SKIN
7816,SKIN,SKIN,SKIN,644,780,694,730,L-X,,L-X,,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,SKIN
207902,SKIRT,SKIRT,SKIRT+,1676,1788,1726,1738,5,5,5,5,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,SKIRT
7819,SKUNK,SKUNK,SKUNK,1905,2036,1955,1986,K,,K,,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,SKUNK
7823,SLAVE,SLAVE,SLAVE+,2775,2940,2825,2890,A,A,A,A,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,SLAVE
207903,SLEEP,SLEEP,SLEEP,4208,4325,4258,4275,crvd-5,,flat-O,,ASL_2011_07_19_Brady_scene86-camera1.mov,Lexical Signs,SLEEP
7827,SLEEP,SLEEP,SLEEP+,99,256,149,206,crvd-sprd-B,,flat-O,,ASL_2011_07_19_Brady_scene87-camera1.mov,Lexical Signs,SLEEP
7829,SLEEP,SLEEP,SLEEP++,6273,6420,6323,6370,crvd-sprd-B,,flat-O,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,SLEEP
7832,SLIDING-DOORS,SLIDING-DOORS,SLIDING-DOORS,3136,3281,3186,3231,B-xd,B-xd,B-xd,B-xd,ASL_2011_07_19_Brady_scene87-camera1.mov,Lexical Signs,SLIDING-DOORS
7833,SLIM,SLIM,SLIM,2039,2157,2089,2107,G,,G,,ASL_2011_07_19_Brady_scene114-camera1.mov,Lexical Signs,SLIM
7835,SLIPPER,SLIPPER,SLIPPER,4188,4338,4238,4288,B-L,B-L,crvd-B,crvd-B,ASL_2011_07_19_Brady_scene87-camera1.mov,Lexical Signs,SLIPPER
7838,SLIPPERY,SLIPPERY,SLIPPERY,4532,4648,4582,4598,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene87-camera1.mov,Lexical Signs,SLIPPERY
7840,SLOW,SLOW,SLOW,4779,4908,4829,4858,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene87-camera1.mov,Lexical Signs,SLOW
7845,SMALL,SMALL,SMALL+,2750,2882,2800,2832,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,SMALL
7847,SMELL,SMELL,SMELL+,754,871,804,821,B-L,,B-L,,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SMELL
7849,SMELLY,SMELLY,SMELLY++,2590,2734,2640,2684,B,,B,,ASL_2011_07_19_Brady_scene98-camera1.mov,Lexical Signs,SMELLY
7851,SMILE,SMILE_2,SMILE_2,492,600,542,550,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SMILE
7852,SMILE,SMILE_3,SMILE_3,4286,4412,4336,4362,1,1,1,1,ASL_2011_06_08_Brady_scene34-camera1.mov,Lexical Signs,SMILE
7855,SMOKE,SMOKE,SMOKE+,1906,2051,1956,2001,U,,U,,ASL_2011_07_22_Brady_scene53-camera1.mov,Lexical Signs,SMOKE
207969,SMOKE,SMOKE,SMOKE++,1409,1541,1459,1491,U,,U,,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SMOKE
7861,SMOOTH,SMOOTH,SMOOTH,1639,1756,1689,1706,flat-O,flat-O,A,A,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SMOOTH
7862,SMOOTH,SMOOTH,SMOOTH,2136,2255,2186,2205,flat-O,flat-O,A,A,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SMOOTH
7865,SMOOTH-SURFACE,SMOOTH-SURFACE,SMOOTH-SURFACE,1914,2025,1964,1975,bent-B,bent-B,bent-B,bent-B,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SMOOTH-SURFACE
7867,SNAKE,SNAKE,SNAKE,2690,2810,2740,2760,crvd-V,,crvd-V,,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SNAKE
7869,SNEEZE,SNEEZE,SNEEZE,1770,1897,1820,1847,bent-1,,bent-1,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,SNEEZE
7870,SNEEZE,SNEEZE,SNEEZE,2073,2195,2123,2145,bent-1,,bent-1,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,SNEEZE
7871,SNEEZE,SNEEZE,SNEEZE,2382,2513,2432,2463,bent-1,,bent-1,,ASL_2011_07_19_Brady_scene88-camera1.mov,Lexical Signs,SNEEZE
132,SNOB,(1)SNOB,(1)SNOB,67,199,117,149,1,,1,,ASL_2011_07_19_Brady_scene89-camera1.mov,Lexical Signs,SNOB
7874,SNORKEL,SNORKEL,SNORKEL+,359,488,409,438,L,,L,,ASL_2011_07_19_Brady_scene89-camera1.mov,Lexical Signs,SNORKEL
7876,SNOW,SNOW,SNOW,612,753,662,703,5,5,5,5,ASL_2011_07_19_Brady_scene89-camera1.mov,Lexical Signs,SNOW
40913,SNOW+MOTORCYCLE,SNOW+MOTORCYCLE,SNOW+MOTORCYCLE,1628,1760,1678,1710,5,5,S,S,ASL_2011_07_19_Brady_scene89-camera1.mov,Compound Signs,SNOW+MOTORCYCLE
7878,SNOWBOARD,SNOWBOARD,SNOWBOARD++,874,1014,924,964,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene89-camera1.mov,Lexical Signs,SNOWBOARD
7883,SO-SO,SO-SO,SO-SO,6296,6432,6346,6382,5,,5,,ASL_2011_06_14_Brady_scene15-camera1.mov,Lexical Signs,SO-SO
7885,SOAP,SOAP,SOAP++,1950,2089,2000,2039,B-L,B-L,10,B-L,ASL_2011_07_19_Brady_scene89-camera1.mov,Lexical Signs,SOAP
7887,SOCIAL-WORK,SOCIAL-WORK,SOCIAL-WORK,86,216,136,166,S,B-L,W,B-L,ASL_2011_07_19_Brady_scene90-camera1.mov,Lexical Signs,SOCIAL-WORK
7890,SOCIAL/INTERACT,SOCIAL/INTERACT,SOCIAL/INTERACT+,8195,8332,8245,8282,10,10,10,10,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs,SOCIAL/INTERACT
7892,SOCIETY,SOCIETY,SOCIETY,2641,2762,2691,2712,S,S,S,S,ASL_2011_07_19_Brady_scene89-camera1.mov,Lexical Signs,SOCIETY
207904,SOCKS,SOCKS,SOCKS+,959,1093,1009,1043,1,1,1,1,ASL_2011_07_19_Brady_scene90-camera1.mov,Lexical Signs,SOCKS
7896,SODA,SODA,SODA,606,736,656,686,25,S,5,S,ASL_2011_07_19_Brady_scene90-camera1.mov,Lexical Signs,SODA
7898,SOFT,SOFT,SOFT+,1861,1994,1911,1944,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,ASL_2011_07_19_Brady_scene90-camera1.mov,Lexical Signs,SOFT
7900,SOME,SOME,SOME,2415,2536,2465,2486,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene90-camera1.mov,Lexical Signs,SOME
7902,SOMETIMES,SOMETIMES,SOMETIMES+,2687,2854,2737,2804,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene90-camera1.mov,Lexical Signs,SOMETIMES
7904,SON,SON,SON,370,496,420,446,B-xd,psv,B-xd,psv,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,SON
7907,SOON,SOON,SOON++,584,722,634,672,F,,F,,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,SOON
7910,SOPHOMORE,SOPHOMORE,SOPHOMORE++,1395,1540,1445,1490,1,25,1,25,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,SOPHOMORE
649,SOPHOMORE_2,(rd)SOPHOMORE_2,(rd)SOPHOMORE_2++,1637,1784,1687,1734,25,B-L,25,B-L,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,SOPHOMORE_2
7913,SORRY,SORRY,SORRY+,2144,2307,2194,2257,A,,A,,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,SORRY
7917,SOUP,SOUP,SOUP,2629,2768,2679,2718,U,B-L,U,B-L,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,SOUP
207906,SOUTH,SOUTH,SOUTH,406,530,456,480,S,,S,,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,SOUTH
7920,SOUTH,SOUTH,SOUTH++,633,772,683,722,S,,S,,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,SOUTH
40922,SOUTH+ns-AFRICA,SOUTH+ns-AFRICA,SOUTH+ns-AFRICA,1166,1311,1216,1261,S,,flat-O,,ASL_2011_07_19_Brady_scene92-camera1.mov,Compound Signs,SOUTH+ns-AFRICA
7923,SPAGHETTI,SPAGHETTI_2,SPAGHETTI_2+,1575,1732,1625,1682,I,I,I,I,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,SPAGHETTI
7925,SPANK,SPANK,SPANK,1873,1993,1923,1943,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,SPANK
7928,SPEAKERS,SPEAKERS,SPEAKERS+,6577,6715,6627,6665,S,S,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,SPEAKERS
443,SPECIALTY,(B)SPECIALTY,(B)SPECIALTY,534,659,584,609,B-xd,1,B-xd,1,ASL_2011_07_19_Brady_scene44-camera1.mov,Lexical Signs,SPECIALTY
7933,SPECIALTY,SPECIALTY,SPECIALTY,4866,4996,4916,4946,1,1,1,1,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,SPECIALTY
7936,SPEECH/ORAL,SPEECH/ORAL,SPEECH/ORAL+,844,984,894,934,crvd-V,,crvd-V,,ASL_2011_07_19_Brady_scene22-camera1.mov,Lexical Signs,SPEECH/ORAL
7937,SPEECH/ORAL,SPEECH/ORAL,SPEECH/ORAL+,1109,1260,1159,1210,crvd-V,,crvd-V,,ASL_2011_07_19_Brady_scene22-camera1.mov,Lexical Signs,SPEECH/ORAL
7938,SPEECH/ORAL,SPEECH/ORAL,SPEECH/ORAL+,3038,3190,3088,3140,crvd-V,,crvd-V,,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,SPEECH/ORAL
7939,SPEECH/ORAL,SPEECH/ORAL,SPEECH/ORAL+,3963,4114,4013,4064,crvd-V,,crvd-V,,ASL_2011_07_22_Brady_scene48-camera1.mov,Lexical Signs,SPEECH/ORAL
7942,SPELL,SPELL,SPELL,4705,4827,4755,4777,5,,5,,ASL_2011_06_14_Brady_scene18-camera1.mov,Lexical Signs,SPELL
7945,SPEND,SPEND,SPEND,3066,3194,3116,3144,S,S,1,1,ASL_2011_07_22_Brady_scene53-camera1.mov,Lexical Signs,SPEND
7947,SPEND,SPEND-ALL,SPEND-ALL,4698,4816,4748,4766,S,S,5,5,ASL_2011_06_08_Brady_scene36-camera1.mov,Lexical Signs,SPEND
7948,SPEND,SPEND-ALL,SPEND-ALL,2740,2858,2790,2808,S,S,5,5,ASL_2011_07_22_Brady_scene53-camera1.mov,Lexical Signs,SPEND
7952,SPILL,SPILL,SPILL,1590,1720,1640,1670,flat-O,flat-O,5,5,ASL_2011_07_22_Brady_scene51-camera1.mov,Lexical Signs,SPILL
7956,SPIT,SPIT,SPIT,2,116,47,66,S,,bent-1,,ASL_2011_07_19_Brady_scene94-camera1.mov,Lexical Signs,SPIT
7961,SQUARE,SQUARE,SQUARE,1206,1350,1256,1300,1,1,1,1,ASL_2011_07_19_Brady_scene39-camera1.mov,Lexical Signs,SQUARE
7962,SQUARE,SQUARE,SQUARE,2583,2715,2633,2665,1,1,1,1,ASL_2011_07_19_Brady_scene94-camera1.mov,Lexical Signs,SQUARE
40933,SQUARE+DOOR,SQUARE+DOOR,SQUARE+DOOR,10942,11096,10992,11046,1,1,B,B,ASL_2011_06_14_Brady_scene3-camera1.mov,Compound Signs,SQUARE+DOOR
7963,SQUARED,SQUARED,SQUARED,2817,2942,2867,2892,V,,V,,ASL_2011_07_19_Brady_scene94-camera1.mov,Number Signs,SQUARED
7966,SQUIRREL,SQUIRREL,SQUIRREL++,3026,3164,3076,3114,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2011_07_19_Brady_scene94-camera1.mov,Lexical Signs,SQUIRREL
207907,STAB,STAB,STAB,29,146,79,96,S,B-L,S,B-L,ASL_2011_07_19_Brady_scene95-camera1.mov,Lexical Signs,STAB
7970,STAB,STAB,STAB+,65,210,115,160,S,B-L,S,B-L,ASL_2011_07_22_Brady_scene54-camera1.mov,Lexical Signs,STAB
